state,positive,negative,hospitalized,death,date 
SC,179952,1675171,10599,3968,20-11-03
SC,178917,1663121,10533,3946,20-11-02
SC,178023,1649329,10514,3936,20-11-01
SC,176612,1625438,10500,3935,20-10-31
SC,175594,1612766,10452,3896,20-10-30
SC,174591,1599151,10404,3889,20-10-29
SC,173491,1580290,10345,3876,20-10-28
SC,172579,1572447,10286,3842,20-10-27
SC,171501,1561731,10236,3823,20-10-26
SC,170678,1535736,10224,3802,20-10-25
SC,169341,1509743,10212,3793,20-10-24
SC,168549,1498952,10161,3777,20-10-23
SC,167485,1481866,10102,3755,20-10-22
SC,166357,1467192,10062,3708,20-10-21
SC,165493,1454429,10028,3696,20-10-20
SC,164609,1445591,9959,3661,20-10-19
SC,163990,1437273,9939,3650,20-10-18
SC,163214,1421837,9917,3637,20-10-17
SC,162253,1404064,9854,3615,20-10-16
SC,161106,1385502,9798,3607,20-10-15
SC,159809,1366756,9735,3593,20-10-14
SC,158883,1352598,9654,3576,20-10-13
SC,158055,1339762,9600,3559,20-10-12
SC,157406,1327252,9578,3552,20-10-11
SC,156621,1313690,9561,3551,20-10-10
SC,155676,1296892,9519,3530,20-10-09
SC,154755,1275884,9475,3514,20-10-08
SC,153705,1256891,9392,3502,20-10-07
SC,152970,1250166,9331,3471,20-10-06
SC,152159,1236947,9283,3456,20-10-05
SC,151582,1226504,9259,3453,20-10-04
SC,150891,1188867,9216,3442,20-10-03
SC,149185,1188867,9216,3409,20-10-02
SC,148323,1168131,9160,3400,20-10-01
SC,147942,1161156,9160,3378,20-09-30
SC,147634,1152780,9105,3359,20-09-29
SC,146455,1127473,9065,3337,20-09-28
SC,145887,1106651,9043,3326,20-09-27
SC,145273,1097524,9028,3323,20-09-26
SC,143902,1082565,8994,3297,20-09-25
SC,142707,1064399,8945,3279,20-09-24
SC,141686,1048898,8906,3262,20-09-23
SC,140789,1031695,8851,3243,20-09-22
SC,138124,1005994,8779,3212,20-09-21
SC,137708,994887,8738,3199,20-09-20
SC,137240,986025,8708,3188,20-09-19
SC,136318,975086,8669,3177,20-09-18
SC,135446,952141,8611,3158,20-09-17
SC,134122,946800,8552,3132,20-09-16
SC,133470,941267,8502,3098,20-09-15
SC,132680,955793,8448,3077,20-09-14
SC,131864,939999,8426,3064,20-09-13
SC,129978,924894,8402,3040,20-09-12
SC,129046,915430,8353,3028,20-09-11
SC,126592,905867,8295,2975,20-09-10
SC,126213,891106,8236,2942,20-09-09
SC,125908,888243,8182,2912,20-09-08
SC,125607,884103,8171,2907,20-09-07
SC,124952,876273,8144,2887,20-09-06
SC,124289,869638,8133,2877,20-09-05
SC,123325,858659,8073,2846,20-09-04
SC,121696,847729,8006,2807,20-09-03
SC,120503,838529,7948,2794,20-09-02
SC,119846,834556,7870,2757,20-09-01
SC,118992,830556,7811,2720,20-08-31
SC,118324,824549,7782,2709,20-08-30
SC,117249,818374,7765,2698,20-08-29
SC,115951,810558,7598,2655,20-08-28
SC,114598,803421,7598,2628,20-08-27
SC,114093,795986,7598,2573,20-08-26
SC,113488,792619,7598,2529,20-08-25
SC,112551,783926,7439,2511,20-08-24
SC,111988,780348,7439,2504,20-08-23
SC,111295,800837,7439,2493,20-08-22
SC,110378,792803,7439,2459,20-08-21
SC,109320,783480,7146,2401,20-08-20
SC,108411,775717,7146,2360,20-08-19
SC,107672,770809,7146,2343,20-08-18
SC,106953,766594,6852,2288,20-08-17
SC,106497,761104,6852,2269,20-08-16
SC,105882,754518,6852,2260,20-08-15
SC,104841,746943,6852,2204,20-08-14
SC,103909,702119,6482,2186,20-08-13
SC,102974,697115,6482,2144,20-08-12
SC,102130,694221,6482,2098,20-08-11
SC,101159,690471,6153,2049,20-08-10
SC,100435,685549,6153,2031,20-08-09
SC,99460,678615,6153,2007,20-08-08
SC,98219,669742,6153,1962,20-08-07
SC,96797,659348,5799,1943,20-08-06
SC,95472,653150,5799,1894,20-08-05
SC,94190,646267,5799,1847,20-08-04
SC,92951,638724,5527,1793,20-08-03
SC,91788,630469,5527,1777,20-08-02
SC,90599,621270,5527,1751,20-08-01
SC,89016,603819,5117,1712,20-07-31
SC,87572,603819,5117,1667,20-07-30
SC,85846,595144,5117,1615,20-07-29
SC,84109,586221,5117,1565,20-07-28
SC,82417,576484,4827,1506,20-07-27
SC,81199,566614,4827,1491,20-07-26
SC,80008,558482,4827,1465,20-07-25
SC,78607,550765,4827,1385,20-07-24
SC,76606,541868,4498,1334,20-07-23
SC,75042,534118,4498,1285,20-07-22
SC,73337,525356,4498,1221,20-07-21
SC,71445,516871,4182,1164,20-07-20
SC,69986,507400,4182,1155,20-07-19
SC,67612,494381,4182,1135,20-07-18
SC,66060,487315,4182,1096,20-07-17
SC,64083,475881,3744,1070,20-07-16
SC,62245,463738,3744,998,20-07-15
SC,60389,457092,3744,993,20-07-14
SC,58168,448933,3398,972,20-07-13
SC,56648,435860,3398,961,20-07-12
SC,54699,433391,3398,951,20-07-11
SC,52419,422816,3398,929,20-07-10
SC,50691,413074,3090,905,20-07-09
SC,48909,404931,3090,884,20-07-08
SC,47352,397939,3090,846,20-07-07
SC,46380,393477,2882,827,20-07-06
SC,44847,385962,2882,820,20-07-05
SC,43386,377307,2882,813,20-07-04
SC,41532,367500,2882,793,20-07-03
SC,39701,361700,2854,784,20-07-02
SC,37919,351953,2854,766,20-07-01
SC,36399,344173,2854,739,20-06-30
SC,34644,334661,2622,720,20-06-29
SC,33320,326482,2622,716,20-06-28
SC,31939,319225,2622,711,20-06-27
SC,30335,304336,2622,694,20-06-26
SC,29022,304336,2377,693,20-06-25
SC,27897,290311,2377,683,20-06-24
SC,26613,282638,2377,673,20-06-23
SC,25701,278179,2294,659,20-06-22
SC,24693,277974,2294,653,20-06-21
SC,23786,272463,2294,644,20-06-20
SC,22631,265669,2294,639,20-06-19
SC,21548,258975,2055,621,20-06-18
SC,20556,252198,2055,617,20-06-17
SC,19990,247689,2055,607,20-06-16
SC,19378,236179,1988,602,20-06-15
SC,18795,229541,1988,600,20-06-14
SC,17955,223951,1988,599,20-06-13
SC,17170,218889,1988,593,20-06-12
SC,16441,213616,1898,588,20-06-11
SC,15759,236773,1898,575,20-06-10
SC,15228,232754,1898,568,20-06-09
SC,14800,229861,1814,557,20-06-08
SC,14286,223573,1814,546,20-06-07
SC,13916,218828,1814,545,20-06-06
SC,13453,217846,1814,538,20-06-05
SC,13005,217846,1789,525,20-06-04
SC,12651,210274,1789,518,20-06-03
SC,12415,206362,1789,501,20-06-02
SC,12148,192540,1634,500,20-06-01
SC,11861,188355,1634,494,20-05-31
SC,11394,178125,1634,487,20-05-30
SC,11131,177126,1634,483,20-05-29
SC,10788,171461,1618,470,20-05-28
SC,10623,165060,1618,466,20-05-27
SC,10416,162318,1618,446,20-05-26
SC,10178,155842,1534,440,20-05-25
SC,10096,153851,1534,435,20-05-24
SC,9895,149015,1534,425,20-05-23
SC,9638,140385,1534,419,20-05-22
SC,9175,129063,1444,407,20-05-21
SC,9056,126007,1444,399,20-05-20
SC,9056,126007,1444,399,20-05-19
SC,8942,122617,1421,391,20-05-18
SC,8816,111670,1421,380,20-05-17
SC,8407,101209,1421,380,20-05-16
SC,8407,101209,1421,380,20-05-15
SC,8189,94346,1338,371,20-05-14
SC,7927,85213,1338,355,20-05-13
SC,7927,85213,1338,355,20-05-12
SC,7653,76804,1252,331,20-05-11
SC,7653,76804,1252,331,20-05-10
SC,7531,73432,1252,330,20-05-09
SC,7142,66300,1152,316,20-05-08
SC,6936,70546,1152,305,20-05-07
SC,6936,70546,1152,305,20-05-06
SC,6757,61014,1110,283,20-05-05
SC,6626,57562,1110,275,20-05-04
SC,6626,57562,1110,275,20-05-03
SC,6489,55127,1110,267,20-05-02
SC,6258,53121,1110,256,20-05-01
SC,6095,50417,1000,244,20-04-30
SC,5881,48336,1000,203,20-04-29
SC,5613,46532,944,177,20-04-28
SC,5490,45271,944,174,20-04-27
SC,5490,45271,944,174,20-04-26
SC,5253,43761,944,166,20-04-25
SC,4917,39546,837,150,20-04-24
SC,4917,39546,837,150,20-04-23
SC,4761,38350,837,140,20-04-22
SC,4439,36838,776,124,20-04-21
SC,4377,36103,776,120,20-04-20
SC,4377,36103,776,120,20-04-19
SC,4246,34587,776,119,20-04-18
SC,3931,32353,675,109,20-04-17
SC,3656,31077,675,107,20-04-16
SC,3656,31077,675,107,20-04-15
SC,3553,30319,675,97,20-04-14
SC,3319,28106,496,82,20-04-13
SC,3319,28106,496,82,20-04-12
SC,3207,26886,496,80,20-04-11
SC,3065,25118,496,72,20-04-10
SC,2792,24575,241,67,20-04-09
SC,2552,22082,241,63,20-04-08
SC,2417,21263,241,51,20-04-07
SC,2049,16927,241,44,20-04-06
SC,2049,16927,241,44,20-04-05
SC,1917,16397,241,40,20-04-04
SC,1554,5441,241,31,20-04-03
SC,1554,5441,241,31,20-04-02
SC,1293,5033,102,26,20-04-01
SC,1083,4616,102,22,20-03-31
SC,925,4160,102,18,20-03-30
SC,774,3015,102,16,20-03-29
SC,539,2408,102,13,20-03-28
SC,456,2307,102,9,20-03-27
SC,456,2307,102,9,20-03-26
SC,424,2303,102,7,20-03-25
SC,298,2012,0,5,20-03-24
SC,298,1466,0,5,20-03-23
SC,195,1466,0,3,20-03-22
SC,152,1255,0,1,20-03-21
SC,81,833,0,1,20-03-20
SC,60,583,0,1,20-03-19
SC,60,583,0,1,20-03-18
SC,33,311,0,1,20-03-17
SC,28,235,0,1,20-03-16
SC,19,154,0,0,20-03-15
SC,13,110,0,0,20-03-14
SC,12,75,0,0,20-03-13
SC,10,48,0,0,20-03-12
SC,9,32,0,0,20-03-11
SC,7,24,0,0,20-03-10
SC,7,24,0,0,20-03-09
SC,2,8,0,0,20-03-08
SC,2,8,0,0,20-03-07
SC,0,5,0,0,20-03-06
SC,0,5,0,0,20-03-05
SC,0,5,0,0,20-03-04
SD,113589,314540,6705,1900,21-03-07
SD,113378,314016,6692,1898,21-03-06
SD,113229,313260,6681,1896,21-03-05
SD,113065,312421,6664,1896,21-03-04
SD,112833,311512,6654,1893,21-03-03
SD,112652,310811,6640,1888,21-03-02
SD,112470,310347,6632,1888,21-03-01
SD,112427,310122,6626,1888,21-02-28
SD,112293,309734,6610,1886,21-02-27
SD,112107,309181,6591,1879,21-02-26
SD,111964,308601,6589,1872,21-02-25
SD,111808,308019,6570,1864,21-02-24
SD,111546,307241,6548,1863,21-02-23
SD,111334,306570,6537,1863,21-02-22
SD,111304,306471,6524,1863,21-02-21
SD,111165,306170,6509,1859,21-02-20
SD,111018,305524,6492,1853,21-02-19
SD,110871,304951,6475,1847,21-02-18
SD,110685,304204,6466,1844,21-02-17
SD,110593,303918,6461,1844,21-02-16
SD,110376,303408,6446,1844,21-02-15
SD,110315,303133,6438,1844,21-02-14
SD,110205,302643,6431,1838,21-02-13
SD,110068,302108,6425,1831,21-02-12
SD,109859,301446,6411,1829,21-02-11
SD,109580,300061,6397,1815,21-02-10
SD,109405,298972,6387,1809,21-02-09
SD,109283,298513,6377,1809,21-02-08
SD,109229,298234,6370,1809,21-02-07
SD,109132,297822,6359,1804,21-02-06
SD,108944,297174,6346,1798,21-02-05
SD,108813,296591,6334,1788,21-02-04
SD,108639,295728,6321,1782,21-02-03
SD,108431,294976,6304,1779,21-02-02
SD,108315,294568,6294,1778,21-02-01
SD,108250,294363,6290,1778,21-01-31
SD,108070,293547,6286,1775,21-01-30
SD,107955,292869,6272,1768,21-01-29
SD,107795,292275,6264,1763,21-01-28
SD,107608,291602,6242,1739,21-01-27
SD,107380,290810,6216,1705,21-01-26
SD,107180,290341,6201,1705,21-01-25
SD,107148,290091,6193,1705,21-01-24
SD,106963,289457,6177,1696,21-01-23
SD,106716,288761,6159,1684,21-01-22
SD,106400,288115,6133,1673,21-01-21
SD,106063,287280,6109,1667,21-01-20
SD,105786,286539,6092,1667,21-01-19
SD,105659,286205,6082,1667,21-01-18
SD,105544,285878,6063,1656,21-01-17
SD,105278,285242,6039,1633,21-01-16
SD,104937,284571,6023,1629,21-01-15
SD,104512,283660,5998,1614,21-01-14
SD,104195,283104,5978,1604,21-01-13
SD,103743,281639,5943,1585,21-01-12
SD,103499,281213,5917,1585,21-01-11
SD,103318,280843,5904,1585,21-01-10
SD,102901,280192,5871,1570,21-01-09
SD,102580,279212,5851,1556,21-01-08
SD,102132,278102,5829,1544,21-01-07
SD,101684,277357,5805,1519,21-01-06
SD,101076,276286,5764,1513,21-01-05
SD,100643,275713,5742,1513,21-01-04
SD,100532,275423,5732,1513,21-01-03
SD,99829,274117,5702,1501,21-01-02
SD,99164,273476,5672,1488,21-01-01
SD,99164,273476,5672,1488,20-12-31
SD,98720,272739,5639,1464,20-12-30
SD,98158,272001,5605,1446,20-12-29
SD,97657,271612,5583,1446,20-12-28
SD,97390,271395,5561,1446,20-12-27
SD,96963,270818,5533,1446,20-12-26
SD,96546,269964,5503,1430,20-12-25
SD,96546,269964,5503,1430,20-12-24
SD,96040,269086,5492,1389,20-12-23
SD,95509,268089,5461,1381,20-12-22
SD,95074,267246,5429,1381,20-12-21
SD,94727,266558,5411,1361,20-12-20
SD,94336,265846,5385,1350,20-12-19
SD,93772,264794,5348,1329,20-12-18
SD,93197,263719,5317,1301,20-12-17
SD,92603,263011,5265,1300,20-12-16
SD,91699,261583,5242,1261,20-12-15
SD,91354,261193,5200,1259,20-12-14
SD,91038,260818,5174,1259,20-12-13
SD,90407,259808,5125,1243,20-12-12
SD,89672,258697,5086,1210,20-12-11
SD,88727,257473,5025,1177,20-12-10
SD,88023,256449,4974,1147,20-12-09
SD,87038,255385,4921,1111,20-12-08
SD,86500,254695,4872,1110,20-12-07
SD,85991,254004,4835,1110,20-12-06
SD,85304,253065,4793,1091,20-12-05
SD,84398,252114,4748,1064,20-12-04
SD,83348,251349,4696,1033,20-12-03
SD,82203,250337,4626,995,20-12-02
SD,80912,249621,4572,948,20-12-01
SD,80464,248388,4502,946,20-11-30
SD,79900,247844,4468,943,20-11-29
SD,79099,246277,4400,942,20-11-28
SD,78280,245204,4353,888,20-11-27
SD,76142,242212,4243,849,20-11-26
SD,76142,242212,4243,849,20-11-25
SD,74859,240935,4193,821,20-11-24
SD,73848,239449,4107,819,20-11-23
SD,73065,238153,4094,819,20-11-22
SD,72214,236956,4052,777,20-11-21
SD,71070,235799,3993,741,20-11-20
SD,69742,233527,3922,705,20-11-19
SD,68671,232302,3864,674,20-11-18
SD,67284,231075,3769,644,20-11-17
SD,66278,229869,3698,644,20-11-16
SD,65381,228733,3644,644,20-11-15
SD,64182,227641,3598,621,20-11-14
SD,62327,226334,3540,568,20-11-13
SD,60716,225372,3455,567,20-11-12
SD,58696,224424,3389,567,20-11-11
SD,57334,223365,3277,540,20-11-10
SD,56311,222492,3227,537,20-11-09
SD,55404,221631,3184,536,20-11-08
SD,53976,220707,3108,523,20-11-07
SD,52639,219551,3023,510,20-11-06
SD,51151,217985,2955,482,20-11-05
SD,49791,217005,2873,460,20-11-04
SD,48854,216356,2824,446,20-11-03
SD,47850,215287,2755,438,20-11-02
SD,47324,214841,2721,437,20-11-01
SD,45992,213540,2683,425,20-10-31
SD,44559,212097,2660,415,20-10-30
SD,43000,210514,2602,403,20-10-29
SD,42000,209296,2545,384,20-10-28
SD,40730,208435,2483,375,20-10-27
SD,39741,207353,2453,375,20-10-26
SD,39203,206727,2436,375,20-10-25
SD,38141,205539,2378,366,20-10-24
SD,37202,203800,2336,356,20-10-23
SD,36017,202429,2277,347,20-10-22
SD,35044,201206,2239,333,20-10-21
SD,34457,200269,2193,330,20-10-20
SD,33836,198614,2146,323,20-10-19
SD,33269,197778,2119,323,20-10-18
SD,32611,196593,2077,315,20-10-17
SD,31805,195185,2044,307,20-10-16
SD,31012,193227,2000,304,20-10-15
SD,30215,192106,1963,291,20-10-14
SD,29339,191063,1911,288,20-10-13
SD,28925,190319,1886,288,20-10-12
SD,28564,189547,1866,286,20-10-11
SD,27947,188538,1829,286,20-10-10
SD,27215,186938,1782,277,20-10-09
SD,26411,184850,1717,272,20-10-08
SD,25906,182874,1697,258,20-10-07
SD,24876,176601,1670,248,20-10-06
SD,24598,175845,1642,248,20-10-05
SD,24418,175357,1632,248,20-10-04
SD,23986,174033,1615,248,20-10-03
SD,23522,172739,1588,237,20-10-02
SD,23136,171867,1578,236,20-10-01
SD,22389,168380,1549,223,20-09-30
SD,21997,167149,1511,223,20-09-29
SD,21738,166606,1488,218,20-09-28
SD,21541,165963,1473,218,20-09-27
SD,21133,165001,1434,218,20-09-26
SD,20554,163393,1400,216,20-09-25
SD,20097,161564,1375,210,20-09-24
SD,19634,160498,1367,202,20-09-23
SD,19189,159157,1323,202,20-09-22
SD,18869,158154,1297,202,20-09-21
SD,18696,157657,1288,202,20-09-20
SD,18444,156777,1268,200,20-09-19
SD,18075,155629,1246,198,20-09-18
SD,17686,153837,1231,193,20-09-17
SD,17291,152364,1211,192,20-09-16
SD,16994,149102,1195,184,20-09-15
SD,16801,148338,1171,184,20-09-14
SD,16638,147318,1165,184,20-09-13
SD,16437,146172,1152,183,20-09-12
SD,16117,144846,1138,177,20-09-11
SD,15834,143416,1120,177,20-09-10
SD,15571,142318,1109,173,20-09-09
SD,15403,141283,1094,173,20-09-08
SD,15300,140793,1084,173,20-09-07
SD,15109,139992,1079,173,20-09-06
SD,14889,139018,1068,173,20-09-05
SD,14596,137697,1062,170,20-09-04
SD,14337,136200,1052,169,20-09-03
SD,14003,134922,1043,169,20-09-02
SD,13749,133846,1036,167,20-09-01
SD,13509,133020,1029,167,20-08-31
SD,13322,132329,1017,167,20-08-30
SD,12942,131564,1006,167,20-08-29
SD,12517,130423,995,165,20-08-28
SD,12194,129089,983,162,20-08-27
SD,11851,126194,981,162,20-08-26
SD,11559,126174,974,161,20-08-25
SD,11425,126038,965,161,20-08-24
SD,11276,125484,959,161,20-08-23
SD,11135,124495,951,160,20-08-22
SD,10884,122891,948,159,20-08-21
SD,10691,121417,940,157,20-08-20
SD,10566,120481,935,155,20-08-19
SD,10443,119570,927,154,20-08-18
SD,10360,118933,921,153,20-08-17
SD,10274,118500,916,153,20-08-16
SD,10118,117331,913,152,20-08-15
SD,10024,115990,903,150,20-08-14
SD,9897,114873,896,148,20-08-13
SD,9815,113813,892,147,20-08-12
SD,9713,112696,887,146,20-08-11
SD,9663,111814,882,146,20-08-10
SD,9605,111292,876,146,20-08-09
SD,9477,110510,871,146,20-08-08
SD,9371,109356,866,144,20-08-07
SD,9273,108301,861,141,20-08-06
SD,9168,107206,856,137,20-08-05
SD,9079,106302,846,136,20-08-04
SD,9020,105628,838,135,20-08-03
SD,8955,104998,835,135,20-08-02
SD,8867,104065,832,134,20-08-01
SD,8764,102871,824,130,20-07-31
SD,8685,101660,815,129,20-07-30
SD,8641,101073,810,129,20-07-29
SD,8492,98999,808,123,20-07-28
SD,8444,98383,806,123,20-07-27
SD,8395,98531,801,123,20-07-26
SD,8305,97608,798,122,20-07-25
SD,8200,95290,796,122,20-07-24
SD,8143,94393,792,121,20-07-23
SD,8077,92981,790,119,20-07-22
SD,8019,91826,776,118,20-07-21
SD,7943,90711,774,118,20-07-20
SD,7906,90181,774,118,20-07-19
SD,7862,89385,771,116,20-07-18
SD,7789,88184,763,116,20-07-17
SD,7694,86342,757,115,20-07-16
SD,7652,85891,752,111,20-07-15
SD,7572,84592,744,109,20-07-14
SD,7524,83854,742,109,20-07-13
SD,7499,83109,738,109,20-07-12
SD,7454,82152,738,109,20-07-11
SD,7401,81141,726,107,20-07-10
SD,7336,79974,718,101,20-07-09
SD,7242,78984,709,98,20-07-08
SD,7163,78202,699,98,20-07-07
SD,7105,77198,692,97,20-07-06
SD,7063,76940,691,97,20-07-05
SD,7028,76802,689,97,20-07-04
SD,6978,76015,687,97,20-07-03
SD,6893,75048,683,97,20-07-02
SD,6826,74117,674,93,20-07-01
SD,6764,73324,666,91,20-06-30
SD,6716,72741,657,91,20-06-29
SD,6681,72212,652,91,20-06-28
SD,6626,71474,645,91,20-06-27
SD,6535,70480,639,88,20-06-26
SD,6479,69375,632,87,20-06-25
SD,6419,68658,629,84,20-06-24
SD,6353,67633,624,83,20-06-23
SD,6326,67003,616,81,20-06-22
SD,6297,66729,608,81,20-06-21
SD,6225,65690,598,81,20-06-20
SD,6158,65035,589,81,20-06-19
SD,6109,64244,585,78,20-06-18
SD,6050,62938,570,78,20-06-17
SD,5966,61236,562,77,20-06-16
SD,5928,60467,544,75,20-06-15
SD,5898,59421,539,75,20-06-14
SD,5833,58680,531,75,20-06-13
SD,5742,57263,525,74,20-06-12
SD,5665,56079,514,73,20-06-11
SD,5604,55081,503,69,20-06-10
SD,5523,53636,487,68,20-06-09
SD,5471,52348,482,65,20-06-08
SD,5438,51622,478,65,20-06-07
SD,5367,50091,474,65,20-06-06
SD,5277,48086,467,65,20-06-05
SD,5247,47375,464,64,20-06-04
SD,5162,43500,456,62,20-06-03
SD,5067,41779,443,62,20-06-02
SD,5034,40627,435,62,20-06-01
SD,4993,39135,432,62,20-05-31
SD,4960,37978,427,62,20-05-30
SD,4866,35816,418,59,20-05-29
SD,4793,34233,406,54,20-05-28
SD,4710,33296,391,54,20-05-27
SD,4653,32385,378,50,20-05-26
SD,4586,30697,370,50,20-05-25
SD,4563,30342,364,50,20-05-24
SD,4468,29060,358,50,20-05-23
SD,4356,27988,351,50,20-05-22
SD,4250,27051,342,48,20-05-21
SD,4177,26212,333,46,20-05-20
SD,4085,25624,327,46,20-05-19
SD,4027,25018,316,44,20-05-18
SD,3987,24572,312,44,20-05-17
SD,3959,24217,304,44,20-05-16
SD,3887,23527,296,44,20-05-15
SD,3792,22681,290,43,20-05-14
SD,3732,22112,281,39,20-05-13
SD,3663,21534,271,39,20-05-12
SD,3614,20964,263,34,20-05-11
SD,3517,20377,261,34,20-05-10
SD,3393,19559,253,34,20-05-09
SD,3144,18149,247,31,20-05-08
SD,2905,17209,236,31,20-05-07
SD,2779,16637,230,29,20-05-06
SD,2721,16301,220,24,20-05-05
SD,2668,16045,211,21,20-05-04
SD,2631,15786,197,21,20-05-03
SD,2588,15503,187,21,20-05-02
SD,2525,14838,179,21,20-05-01
SD,2449,14579,173,17,20-04-30
SD,2373,14460,165,13,20-04-29
SD,2313,14299,157,11,20-04-28
SD,2245,14130,150,11,20-04-27
SD,2212,14062,135,11,20-04-26
SD,2147,13449,128,10,20-04-25
SD,2040,12784,124,10,20-04-24
SD,1956,12109,119,9,20-04-23
SD,1858,11588,111,8,20-04-22
SD,1755,11060,100,8,20-04-21
SD,1685,10641,87,7,20-04-20
SD,1635,10427,74,7,20-04-19
SD,1542,10118,68,7,20-04-18
SD,1411,9651,63,7,20-04-17
SD,1311,9239,55,7,20-04-16
SD,1168,8691,51,6,20-04-15
SD,988,8308,45,6,20-04-14
SD,868,8134,44,6,20-04-13
SD,730,7823,43,6,20-04-12
SD,626,7378,33,6,20-04-11
SD,536,7111,29,6,20-04-10
SD,447,6700,27,6,20-04-09
SD,393,6355,26,6,20-04-08
SD,320,5948,23,6,20-04-07
SD,288,5732,23,4,20-04-06
SD,240,5353,22,2,20-04-05
SD,212,5012,19,2,20-04-04
SD,187,4593,17,2,20-04-03
SD,165,4217,17,2,20-04-02
SD,129,3903,12,2,20-04-01
SD,108,3609,12,1,20-03-31
SD,101,3478,0,1,20-03-30
SD,90,3127,0,1,20-03-29
SD,68,2592,0,1,20-03-28
SD,58,2387,0,1,20-03-27
SD,46,1973,0,1,20-03-26
SD,41,819,0,1,20-03-25
SD,30,790,0,1,20-03-24
SD,28,762,0,1,20-03-23
SD,21,740,0,1,20-03-22
SD,14,691,0,1,20-03-21
SD,14,663,0,1,20-03-20
SD,11,551,0,1,20-03-19
SD,11,551,0,1,20-03-18
SD,11,551,0,0,20-03-17
SD,10,494,0,0,20-03-16
SD,9,327,0,0,20-03-15
SD,9,182,0,0,20-03-14
SD,9,73,0,0,20-03-13
SD,8,27,0,0,20-03-12
SD,5,13,0,0,20-03-11
SD,0,11,0,0,20-03-10
SD,0,5,0,0,20-03-09
SD,0,5,0,0,20-03-08
SD,0,5,0,0,20-03-07
TN,782206,0,18870,11543,21-03-07
TN,782206,0,18870,11543,21-03-06
TN,780894,0,18837,11534,21-03-05
TN,779449,0,18779,11501,21-03-04
TN,777935,0,18742,11459,21-03-03
TN,776337,0,18679,11436,21-03-02
TN,775693,0,18620,11421,21-03-01
TN,775004,0,18605,11411,21-02-28
TN,773887,0,18586,11393,21-02-27
TN,772513,0,18553,11377,21-02-26
TN,770940,0,18506,11321,21-02-25
TN,768946,0,18430,11266,21-02-24
TN,767315,0,18363,11198,21-02-23
TN,766089,0,18311,11153,21-02-22
TN,765137,0,18284,11133,21-02-21
TN,764008,0,18267,11115,21-02-20
TN,762673,0,18235,11064,21-02-19
TN,761301,0,18175,11057,21-02-18
TN,760303,0,18120,10985,21-02-17
TN,759523,0,18063,10954,21-02-16
TN,758561,0,18027,10937,21-02-15
TN,757418,0,18017,10933,21-02-14
TN,756071,0,17997,10902,21-02-13
TN,754279,0,17969,10893,21-02-12
TN,752033,0,17920,10812,21-02-11
TN,750409,0,17875,10731,21-02-10
TN,747462,0,17786,10631,21-02-09
TN,745826,0,17695,10566,21-02-08
TN,744600,0,17656,10469,21-02-07
TN,742213,0,17642,10463,21-02-06
TN,739031,0,17564,10405,21-02-05
TN,736370,0,17469,10202,21-02-04
TN,733216,0,17362,10033,21-02-03
TN,731360,0,17276,9900,21-02-02
TN,729187,0,17172,9753,21-02-01
TN,727861,0,17120,9650,21-01-31
TN,724742,0,17092,9574,21-01-30
TN,722491,0,16938,9461,21-01-29
TN,717583,0,16938,9417,21-01-28
TN,715806,0,16823,9316,21-01-27
TN,712406,0,16707,9162,21-01-26
TN,710427,0,16560,8970,21-01-25
TN,708717,0,16504,8859,21-01-24
TN,705876,0,16481,8819,21-01-23
TN,701847,0,16422,8777,21-01-22
TN,697783,0,16344,8684,21-01-21
TN,694291,0,16233,8556,21-01-20
TN,689808,0,16134,8470,21-01-19
TN,687751,0,16061,8430,21-01-18
TN,685321,0,16018,8391,21-01-17
TN,680847,0,15953,8355,21-01-16
TN,676039,0,15873,8311,21-01-15
TN,670482,0,15753,8232,21-01-14
TN,665499,0,15655,8148,21-01-13
TN,660874,0,15510,8011,21-01-12
TN,657396,0,15359,7865,21-01-11
TN,653869,0,15307,7785,21-01-10
TN,646450,0,15254,7704,21-01-09
TN,640606,0,15178,7618,21-01-08
TN,634237,0,15068,7492,21-01-07
TN,625237,0,14935,7381,21-01-06
TN,617649,0,14835,7267,21-01-05
TN,612250,0,14760,7168,21-01-04
TN,608297,0,14648,7025,21-01-03
TN,604132,0,14607,6970,21-01-02
TN,586802,0,14531,6907,21-01-01
TN,586802,0,14531,6907,20-12-31
TN,580809,0,14417,6810,20-12-30
TN,572589,0,14276,6710,20-12-29
TN,567792,0,14156,6588,20-12-28
TN,564080,0,14091,6512,20-12-27
TN,560892,0,14071,6443,20-12-26
TN,546497,0,14044,6431,20-12-25
TN,546497,0,14044,6431,20-12-24
TN,541240,0,13970,6380,20-12-23
TN,534019,0,13876,6269,20-12-22
TN,529578,0,13796,6136,20-12-21
TN,519687,0,13745,6071,20-12-20
TN,503651,0,13626,5960,20-12-19
TN,503651,0,13626,5960,20-12-18
TN,493230,0,13537,5845,20-12-17
TN,484285,0,13437,5668,20-12-16
TN,472875,0,13332,5615,20-12-15
TN,464264,0,13206,5541,20-12-14
TN,454305,0,13144,5462,20-12-13
TN,442953,0,13101,5400,20-12-12
TN,436262,0,13039,5327,20-12-11
TN,428973,0,12952,5240,20-12-10
TN,422962,0,12862,5171,20-12-09
TN,414749,0,12777,5109,20-12-08
TN,408730,0,12638,5009,20-12-07
TN,400594,0,12593,4943,20-12-06
