11/11/2020,AL,3201,21886,1245235,208637
11/10/2020,AL,3120,21886,1231152,206567
11/9/2020,AL,3084,21294,1232975,204857
11/8/2020,AL,3084,21294,1229817,203687
11/7/2020,AL,3082,21294,1224595,202482
11/6/2020,AL,3049,21294,1217002,200714
11/5/2020,AL,3026,21027,1209841,199158
11/4/2020,AL,3006,21027,1203497,197777
11/3/2020,AL,2987,20901,1196422,195929
11/2/2020,AL,2973,20450,1190436,194892
11/1/2020,AL,2973,20450,1187341,193985
10/31/2020,AL,2967,20450,1181958,192285
10/30/2020,AL,2932,20450,1172969,190496
10/29/2020,AL,2914,20246,1165898,189149
10/28/2020,AL,2911,20116,1159926,187706
10/27/2020,AL,2892,19974,1153448,186437
10/26/2020,AL,2866,19974,1148993,185322
10/25/2020,AL,2866,19595,1144785,184355
10/24/2020,AL,2866,19595,1138922,183276
10/23/2020,AL,2859,19595,1133858,180916
10/22/2020,AL,2843,19448,1125753,177064
10/21/2020,AL,2805,19330,1120507,174528
10/20/2020,AL,2805,19081,1112559,174528
10/19/2020,AL,2789,19081,1107828,173485
10/18/2020,AL,2788,18855,1102369,172626
10/17/2020,AL,2788,18855,1098099,171662
10/16/2020,AL,2786,18855,1091458,170374
10/15/2020,AL,2756,18635,1085415,169162
10/14/2020,AL,2706,18635,1078476,167977
10/13/2020,AL,2665,18440,1074124,167193
10/12/2020,AL,2665,18179,1068387,166076
10/11/2020,AL,2664,18179,1064417,165342
10/10/2020,AL,2664,18179,1059419,164526
10/9/2020,AL,2653,17989,1052552,163465
10/8/2020,AL,2637,17989,1042046,161975
10/7/2020,AL,2601,17915,1038526,161418
10/6/2020,AL,2580,17699,1031293,160477
10/5/2020,AL,2559,17699,1026591,159713
10/4/2020,AL,2558,17420,1022073,159169
10/3/2020,AL,2558,17420,1016319,158380
10/2/2020,AL,2550,17420,1006612,156698
10/1/2020,AL,2548,17257,1000570,155744
9/30/2020,AL,2540,17257,994475,154701
9/29/2020,AL,2517,17182,983163,153554
9/28/2020,AL,2501,17091,980291,152983
9/27/2020,AL,2501,16852,975685,152321
9/26/2020,AL,2501,16852,970048,151591
9/25/2020,AL,2491,16852,963364,150658
9/24/2020,AL,2506,16778,944747,148206
9/23/2020,AL,2488,16698,938451,147153
9/22/2020,AL,2457,16604,933565,146584
9/21/2020,AL,2439,16487,928112,145780
9/20/2020,AL,2437,16227,923366,144962
9/19/2020,AL,2437,16227,918448,144164
9/18/2020,AL,2428,16227,910192,142863
9/17/2020,AL,2401,16079,903156,141757
9/16/2020,AL,2392,15942,899684,141087
9/15/2020,AL,2387,15756,892810,140160
9/14/2020,AL,2355,15756,888092,139459
9/13/2020,AL,2351,15527,884432,138755
9/12/2020,AL,2350,15527,878723,137646
9/11/2020,AL,2333,15527,874219,136703
9/10/2020,AL,2301,15339,870173,135565
9/9/2020,AL,2285,15339,863982,134417
9/8/2020,AL,2277,15137,858789,133606
9/7/2020,AL,2276,14914,855022,132973
9/6/2020,AL,2276,14914,851994,132314
9/5/2020,AL,2275,14914,846170,131803
9/4/2020,AL,2266,14801,840020,130393
9/3/2020,AL,2233,14801,836689,129285
9/2/2020,AL,2217,14753,835994,128239
9/1/2020,AL,2200,14538,831304,127616
8/31/2020,AL,2182,14267,859229,126058
8/30/2020,AL,2162,14267,855827,125235
8/29/2020,AL,2152,14267,851929,123889
8/28/2020,AL,2107,14267,842678,122185
8/27/2020,AL,2076,14005,835786,121023
8/26/2020,AL,2045,14005,824431,119254
8/25/2020,AL,2037,13793,810035,117242
8/24/2020,AL,2024,13793,806609,116710
8/23/2020,AL,2013,13502,806609,115060
8/22/2020,AL,2011,13502,801750,114532
8/21/2020,AL,1990,13330,784330,112770
8/20/2020,AL,1974,13330,784330,112449
8/19/2020,AL,1944,13080,773868,111478
8/18/2020,AL,1936,12958,757898,110361
8/17/2020,AL,1925,12958,743919,109004
8/16/2020,AL,1898,12607,737991,108433
8/15/2020,AL,1896,12607,729437,107580
8/14/2020,AL,1893,12456,718675,106309
8/13/2020,AL,1890,12456,697005,105557
8/12/2020,AL,1882,12292,690985,104786
8/11/2020,AL,1847,12070,679838,103851
8/10/2020,AL,1797,12070,677547,103020
8/9/2020,AL,1768,11537,661117,101334
8/8/2020,AL,1735,11537,651115,98387
8/7/2020,AL,1735,11537,651115,98301
8/6/2020,AL,1714,11313,643192,96592
8/5/2020,AL,1695,11100,632806,94654
8/4/2020,AL,1666,11100,628599,93702
8/3/2020,AL,1633,10865,621390,92661
8/2/2020,AL,1627,10521,614626,91444
8/1/2020,AL,1603,10521,608022,89349
7/31/2020,AL,1580,10521,601744,87723
7/30/2020,AL,1565,10070,594346,85762
7/29/2020,AL,1538,9893,584493,83782
7/28/2020,AL,1491,9893,583033,82366
7/27/2020,AL,1491,9694,576844,81115
7/26/2020,AL,1473,9157,570392,79294
7/25/2020,AL,1456,9157,563481,78130
7/24/2020,AL,1438,9157,552979,76005
7/23/2020,AL,1397,8995,545315,74212
7/22/2020,AL,1364,8538,537675,71813
7/21/2020,AL,1303,8538,530023,70358
7/20/2020,AL,1291,8368,524897,68891
7/19/2020,AL,1287,7782,518522,67011
7/18/2020,AL,1286,7782,509261,65234
7/17/2020,AL,1265,7584,500024,63091
7/16/2020,AL,1230,7584,490021,61088
7/15/2020,AL,1211,7291,481982,59067
7/14/2020,AL,1164,7123,471834,57255
7/13/2020,AL,1124,6745,464059,55545
7/12/2020,AL,1121,6745,457919,53587
7/11/2020,AL,1114,6745,450073,51947
7/10/2020,AL,1104,3089,441708,50508
7/9/2020,AL,1068,3039,421330,49174
7/8/2020,AL,1058,3006,421330,46962
7/7/2020,AL,1033,2961,415579,45785
7/6/2020,AL,1007,2914,410217,44878
7/5/2020,AL,1007,2909,405933,43953
7/4/2020,AL,1007,2906,399226,42862
7/3/2020,AL,1006,2883,388766,41865
7/2/2020,AL,985,2835,379617,40111
7/1/2020,AL,972,2803,374991,38962
6/30/2020,AL,950,2769,368607,38045
6/29/2020,AL,929,2725,356118,37175
6/28/2020,AL,919,2703,350839,35441
6/27/2020,AL,919,2697,348943,35083
6/26/2020,AL,907,2653,344140,34183
6/25/2020,AL,896,2612,336252,33206
6/24/2020,AL,891,2567,326695,32064
6/23/2020,AL,864,2521,322941,31097
6/22/2020,AL,841,2471,318656,30454
6/21/2020,AL,839,2460,314657,30021
6/20/2020,AL,838,2443,309974,29549
6/19/2020,AL,822,2416,302323,29002
6/18/2020,AL,810,2373,294328,28206
6/17/2020,AL,790,2352,283411,27312
6/16/2020,AL,785,2315,278512,26912
6/15/2020,AL,774,2259,276402,26272
6/14/2020,AL,773,2255,271840,25615
6/13/2020,AL,773,2241,268651,24601
6/12/2020,AL,769,2202,262675,23710
6/11/2020,AL,755,2165,255981,22845
6/10/2020,AL,744,2129,251068,21989
6/9/2020,AL,729,2087,246317,21422
